1,1,106,198,246,457
1,2,406,187,560,440
1,3,625,146,805,455
2,1,106,198,246,457
2,2,406,187,560,440
2,3,625,146,805,455
3,1,106,198,246,457
3,2,406,187,560,440
3,3,625,146,805,455
4,1,106,198,246,457
4,2,406,187,560,440
4,3,625,146,805,455
5,1,106,198,246,457
5,2,406,187,560,440
5,3,625,146,805,455
6,1,106,198,246,457
6,2,406,187,560,440
6,3,625,146,805,455
7,1,106,198,246,457
7,2,406,187,560,440
7,3,625,146,805,455
8,1,106,198,246,457
8,2,406,187,560,440
8,3,625,146,805,455
9,1,106,198,246,457
9,2,406,187,560,440
9,3,625,146,805,455
10,1,106,198,246,457
10,2,406,187,560,440
10,3,625,146,805,455
11,1,106,198,246,457
11,2,406,187,560,440
11,3,625,146,805,455
12,1,106,198,246,457
12,2,406,187,560,440
12,3,625,146,805,455
13,1,106,198,246,457
13,2,406,187,560,440
13,3,625,146,805,455
14,1,106,198,246,457
14,2,406,187,560,440
14,3,625,146,805,455
15,1,106,198,246,457
15,2,406,187,560,440
15,3,625,146,805,455
16,1,106,198,246,457
16,2,406,187,560,440
16,3,625,146,805,455
17,1,106,198,246,457
17,2,406,187,560,440
17,3,625,146,805,455
18,1,106,198,246,457
18,2,406,187,560,440
18,3,625,146,805,455
19,1,106,198,246,457
19,2,406,187,560,440
19,3,625,146,805,455
20,1,106,198,246,457
20,2,406,187,560,440
20,3,625,146,805,455
21,1,106,198,246,457
21,2,406,187,560,440
21,3,625,146,805,455
22,1,106,198,246,457
22,2,406,187,560,440
22,3,625,146,805,455
23,1,106,198,246,457
23,2,406,187,560,440
23,3,625,146,805,455
24,1,106,198,246,457
24,2,406,187,560,440
24,3,625,146,805,455
25,1,106,198,246,457
25,2,406,187,560,440
25,3,625,146,805,455
26,1,106,198,246,457
26,2,406,187,560,440
26,3,625,146,805,455
27,1,106,198,246,457
27,2,406,187,560,440
27,3,625,146,805,455
28,1,106,198,246,457
28,2,406,187,560,440
28,3,625,146,805,455
29,1,106,198,246,457
29,2,406,187,560,440
29,3,625,146,805,455
30,1,106,198,246,457
30,2,406,187,560,440
30,3,625,146,805,455
31,1,106,198,246,457
31,2,406,187,560,440
31,3,625,146,805,455
32,1,106,198,246,457
32,2,406,187,560,440
32,3,625,146,805,455
33,1,106,198,246,457
33,2,406,187,560,440
33,3,625,146,805,455
34,1,106,198,246,457
34,2,406,187,560,440
34,3,625,146,805,455
35,1,106,198,246,457
35,2,406,187,560,440
35,3,625,146,805,455
36,1,106,198,246,457
36,2,406,187,560,440
36,3,625,146,805,455
37,1,106,198,246,457
37,2,406,187,560,440
37,3,625,146,805,455
38,1,106,198,246,457
38,2,406,187,560,440
38,3,625,146,805,455
39,1,106,198,246,457
39,2,406,187,560,440
39,3,625,146,805,455
40,1,106,198,246,457
40,2,406,187,560,440
40,3,625,146,805,455
41,1,106,198,246,457
41,2,406,187,560,440
41,3,625,146,805,455
42,1,106,198,246,457
42,2,406,187,560,440
42,3,625,146,805,455
43,1,106,198,246,457
43,2,406,187,560,440
43,3,625,146,805,455
44,1,106,198,246,457
44,2,406,187,560,440
44,3,625,146,805,455
45,1,106,198,246,457
45,2,406,187,560,440
45,3,625,146,805,455
46,1,106,198,246,457
46,2,406,187,560,440
46,3,625,146,805,455
47,1,106,198,246,457
47,2,406,187,560,440
47,3,625,146,805,455
48,1,106,198,246,457
48,2,406,187,560,440
48,3,625,146,805,455
49,1,106,198,246,457
49,2,406,187,560,440
49,3,625,146,805,455
50,1,106,198,246,457
50,2,406,187,560,440
50,3,625,146,805,455
51,1,106,198,246,457
51,2,406,187,560,440
51,3,625,146,805,455
52,1,106,198,246,457
52,2,406,187,560,440
52,3,625,146,805,455
53,1,106,198,246,457
53,2,406,187,560,440
53,3,625,146,805,455
54,1,106,198,246,457
54,2,406,187,560,440
54,3,625,146,805,455
55,1,106,198,246,457
55,2,406,187,560,440
55,3,625,146,805,455
56,1,106,198,246,457
56,2,406,187,560,440
56,3,625,146,805,455
57,1,106,198,246,457
57,2,406,187,560,440
57,3,625,146,805,455
58,1,106,198,246,457
58,2,406,187,560,440
58,3,625,146,805,455
59,1,106,198,246,457
59,2,406,187,560,440
59,3,625,146,805,455
60,1,106,198,246,457
60,2,406,187,560,440
60,3,625,146,805,455
61,1,106,198,246,457
61,2,406,187,560,440
61,3,625,146,805,455
62,1,106,198,246,457
62,2,406,187,560,440
62,3,625,146,805,455
63,1,106,198,246,457
63,2,406,187,560,440
63,3,625,146,805,455
64,1,106,198,246,457
64,2,406,187,560,440
64,3,625,146,805,455
65,1,106,198,246,457
65,2,406,187,560,440
65,3,625,146,805,455
66,1,106,198,246,457
66,2,406,187,560,440
66,3,625,146,805,455
67,1,106,198,246,457
67,2,406,187,560,440
67,3,625,146,805,455
68,1,106,198,246,457
68,2,406,187,560,440
68,3,625,146,805,455
69,1,106,198,246,457
69,2,406,187,560,440
69,3,625,146,805,455
70,1,106,198,246,457
70,2,406,187,560,440
70,3,625,146,805,455
71,1,106,198,246,457
71,2,406,187,560,440
71,3,625,146,805,455
72,1,106,198,246,457
72,2,406,187,560,440
72,3,625,146,805,455
73,1,106,198,246,457
73,2,406,187,560,440
73,3,625,146,805,455
74,1,106,198,246,457
74,2,406,187,560,440
74,3,625,146,805,455
75,1,106,198,246,457
75,2,406,187,560,440
75,3,625,146,805,455
76,1,106,198,246,457
76,2,406,187,560,440
76,3,625,146,805,455
77,1,106,198,246,457
77,2,406,187,560,440
77,3,625,146,805,455
78,1,106,198,246,457
78,2,406,187,560,440
78,3,625,146,805,455
79,1,106,198,246,457
79,2,406,187,560,440
79,3,625,146,805,455
80,1,106,198,246,457
80,2,406,187,560,440
80,3,625,146,805,455
81,1,106,198,246,457
81,2,406,187,560,440
81,3,625,146,805,455
82,1,106,198,246,457
82,2,406,187,560,440
82,3,625,146,805,455
83,1,106,198,246,457
83,2,406,187,560,440
83,3,625,146,805,455
84,1,106,198,246,457
84,2,406,187,560,440
84,3,625,146,805,455
85,1,106,198,246,457
85,2,406,187,560,440
85,3,625,146,805,455
86,1,106,198,246,457
86,2,406,187,560,440
86,3,625,146,805,455
87,1,106,198,246,457
87,2,406,187,560,440
87,3,625,146,805,455
88,1,106,198,246,457
88,2,406,187,560,440
88,3,625,146,805,455
89,1,106,198,246,457
89,2,406,187,560,440
89,3,625,146,805,455
90,1,106,198,246,457
90,2,406,187,560,440
90,3,625,146,805,455
91,1,106,198,246,457
91,2,406,187,560,440
91,3,625,146,805,455
92,1,106,198,246,457
92,2,406,187,560,440
92,3,625,146,805,455
93,1,106,198,246,457
93,2,406,187,560,440
93,3,625,146,805,455
94,1,106,198,246,457
94,2,406,187,560,440
94,3,625,146,805,455
95,1,106,198,246,457
95,2,406,187,560,440
95,3,625,146,805,455
96,1,106,198,246,457
96,2,406,187,560,440
96,3,625,146,805,455
97,1,106,198,246,457
97,2,406,187,560,440
97,3,625,146,805,455
98,1,106,198,246,457
98,2,406,187,560,440
98,3,625,146,805,455
99,1,106,198,246,457
99,2,406,187,560,440
99,3,625,146,805,455
100,1,106,198,246,457
100,2,406,187,560,440
100,3,625,146,805,455
101,1,106,198,246,457
101,2,406,187,560,440
101,3,625,146,805,455
102,1,106,198,246,457
102,2,406,187,560,440
102,3,625,146,805,455
103,1,106,198,246,457
103,2,406,187,560,440
103,3,625,146,805,455
104,1,106,198,246,457
104,2,406,187,560,440
104,3,625,146,805,455
105,1,106,198,246,457
105,2,406,187,560,440
105,3,625,146,805,455
106,1,106,198,246,457
106,2,406,187,560,440
106,3,625,146,805,455
107,1,106,198,246,457
107,2,406,187,560,440
107,3,625,146,805,455
108,1,106,198,246,457
108,2,406,187,560,440
108,3,625,146,805,455
109,1,106,198,246,457
109,2,406,187,560,440
109,3,625,146,805,455
110,1,106,198,246,457
110,2,406,187,560,440
110,3,625,146,805,455
111,1,106,198,246,457
111,2,406,187,560,440
111,3,625,146,805,455
112,1,106,198,246,457
112,2,406,187,560,440
112,3,625,146,805,455
113,1,106,198,246,457
113,2,406,187,560,440
113,3,625,146,805,455
114,1,106,198,246,457
114,2,406,187,560,440
114,3,625,146,805,455
115,1,106,198,246,457
115,2,406,187,560,440
115,3,625,146,805,455
116,1,106,198,246,457
116,2,406,187,560,440
116,3,625,146,805,455
117,1,106,198,246,457
117,2,406,187,560,440
117,3,625,146,805,455
118,1,106,198,246,457
118,2,406,187,560,440
118,3,625,146,805,455
119,1,106,198,246,457
119,2,406,187,560,440
119,3,625,146,805,455
120,1,106,198,246,457
120,2,406,187,560,440
120,3,625,146,805,455
121,1,106,198,246,457
121,2,406,187,560,440
121,3,625,146,805,455
122,1,106,198,246,457
122,2,406,187,560,440
122,3,625,146,805,455
123,1,106,198,246,457
123,2,406,187,560,440
123,3,625,146,805,455
124,1,106,198,246,457
124,2,406,187,560,440
124,3,625,146,805,455
125,1,106,198,246,457
125,2,406,187,560,440
125,3,625,146,805,455
126,1,106,198,246,457
126,2,406,187,560,440
126,3,625,146,805,455
127,1,106,198,246,457
127,2,406,187,560,440
127,3,625,146,805,455
128,1,106,198,246,457
128,2,406,187,560,440
128,3,625,146,805,455
129,1,106,198,246,457
129,2,406,187,560,440
129,3,625,146,805,455
130,1,106,198,246,457
130,2,406,187,560,440
130,3,625,146,805,455
131,1,106,198,246,457
131,2,406,187,560,440
131,3,625,146,805,455
132,1,106,198,246,457
132,2,406,187,560,440
132,3,625,146,805,455
133,1,106,198,246,457
133,2,406,187,560,440
133,3,625,146,805,455
134,1,106,198,246,457
134,2,406,187,560,440
134,3,625,146,805,455
